X,Y,id,osm_id,z_order,natural,name,name:en,type,ele,water,wetland,wood
-105.261913278225123,40.007380028871694,3524742,2703448388,0,tree,,,,,,,
-105.272288314154267,40.007464183179565,3524760,2703452128,0,tree,,,,,,,
-105.272029229527178,40.007545487640328,3524763,2703452137,0,tree,,,,,,,
-105.271845414390583,40.007500225363202,3524764,2703452118,0,tree,,,cypress,,,,
-105.273181070661281,40.007767859531526,3524766,2703452154,0,tree,,,,,,,
-105.271931580355201,40.007544397992916,3524773,2703452140,0,tree,,,,,,,
-105.260258941995772,40.006243275163314,8647099,4753715833,0,tree,,,,,,,
-105.271534445782848,40.007196129916082,3524751,2703452110,0,tree,,,,,,,
-105.272281943907856,40.007547583116121,3524758,2703452132,0,tree,,,,,,,
-105.271517765795522,40.007463093532152,3524761,2703452117,0,tree,,,,,,,
-105.272159149026365,40.007383968366184,3524762,2703452130,0,tree,,,,,,,
-105.27214230140099,40.007546577287741,3524767,2703452135,0,tree,,,,,,,
-105.271997126838016,40.007746485678439,3524768,2703452143,0,tree,,,,,,,
-105.272265263920545,40.007102755514723,3524776,2703452168,0,tree,,,,,,,
-105.269218861212124,40.009249444736497,8646773,4753692392,0,tree,,,,,,,
-105.259848731654458,40.007629474310136,8647109,4753716045,0,tree,,,,,,,
-105.262619453567495,40.006289878544948,8647158,4753725482,0,tree,,,,,,,
-105.263221777129544,40.008776034845255,10363203,5022518763,0,tree,,,,,,,
-105.26294014518291,40.008465736789759,10363218,5022518771,0,tree,,,,,,,
-105.272910167550705,40.00797388671154,10838380,5251028587,0,tree,,,,,,,
-105.269370908935699,40.004924969432182,8646409,4753670371,0,tree,,,,,,,
-105.271170503547054,40.00563826939225,8646417,4753672622,0,tree,,,,,,,
-105.270967326214119,40.005848487523821,8646418,4753672624,0,tree,,,,,,,
-105.27034153332319,40.005099061561083,8646427,4753672638,0,tree,,,,,,,
-105.266461969439334,40.003428464439565,8646492,4753683121,0,tree,,,,,,,
-105.266965973277152,40.003377586287314,8646499,4753683156,0,tree,,,,,,,
-105.262778374451656,40.00407755902134,8646566,4753683289,0,tree,,,,,,,
-105.263124966147885,40.004597572294216,8646599,4753688925,0,tree,,,,,,,
-105.266314615581535,40.006296248791358,8646624,4753689190,0,tree,,,,,,,
-105.274249008944622,40.007703486515169,8646663,4753689855,0,tree,,,,,,,
-105.270284620200641,40.008280245272516,8646704,4753691031,0,tree,,,,,,,
-105.271195313980442,40.008147895021409,8646729,4753691049,0,tree,,,,,,,
-105.270596678455789,40.007921332178654,8646733,4753691057,0,tree,,,,,,,
-105.270617633213718,40.009342819137828,8646738,4753692356,0,tree,,,,,,,
-105.270337342371604,40.009214492200243,8646749,4753692360,0,tree,,,,,,,
-105.267732246865279,40.010154690279222,8646821,4753698142,0,tree,,,,,,,
-105.267512808640191,40.010454175679627,8646836,4753698155,0,tree,,,,,,,
-105.263610278341631,40.007876488996658,8646945,4753706453,0,tree,,,,,,,
-105.263017426330165,40.008016047684492,8646989,4753710175,0,tree,,,,,,,
-105.260831174525421,40.006773598177091,8647095,4753715831,0,tree,,,,,,,
-105.259589144113178,40.007375167367854,8647116,4753716050,0,tree,,,,,,,
-105.259333412247344,40.006791032535688,8647127,4753716066,0,tree,,,,,,,
-105.26463873786102,40.006619119701611,8647265,4753730818,0,tree,,,,,,,
-105.265859059144063,40.007209540961156,8647307,4753732907,0,tree,,,,,,,
-105.270159059291103,40.009546918480112,7666936,4365776310,0,tree,,,,,,,
-105.265469719741645,40.003403318730051,8646508,4753683188,0,tree,,,,,,,
-105.264737979594599,40.003741947618266,8646510,4753683196,0,tree,,,,,,,
-105.26475315083934,40.003690566551796,8646512,4753683197,0,tree,,,,,,,
-105.265470725570026,40.003188490551707,8646515,4753683187,0,tree,,,,,,,
-105.264745020393264,40.003566095289671,8646517,4753683199,0,tree,,,,,,,
-105.264960519123861,40.003208690938351,8646521,4753683202,0,tree,,,,,,,
-105.264375043187187,40.003373730611855,8646522,4753683240,0,tree,,,,,,,
-105.26419013840318,40.003430559915358,8646527,4753683241,0,tree,,,,,,,
-105.264495072040631,40.003135433104632,8646528,4753683243,0,tree,,,,,,,
-105.263130079108819,40.003448497188145,8646532,4753683264,0,tree,,,,,,,
-105.263068053025336,40.003408766967112,8646533,4753683265,0,tree,,,,,,,
-105.264703362334487,40.002938542199075,8646534,4753683247,0,tree,,,,,,,
-105.264547878030626,40.003028060924976,8646536,4753683248,0,tree,,,,,,,
-105.263580271128276,40.003808919024607,8646541,4753683270,0,tree,,,,,,,
-105.263462337750624,40.003848649245668,8646543,4753683271,0,tree,,,,,,,
-105.263433923098859,40.003903131616283,8646545,4753683272,0,tree,,,,,,,
-105.263292604211358,40.003819061127473,8646548,4753683276,0,tree,,,,,,,
-105.263126977804646,40.004041768294769,8646551,4753683282,0,tree,,,,,,,
-105.262936960059704,40.003954596501785,8646559,4753683294,0,tree,,,,,,,
-105.263052881780595,40.003914866280724,8646560,4753683295,0,tree,,,,,,,
-105.262706206265335,40.00407755902134,8646569,4753683291,0,tree,,,,,,,
-105.262834281745825,40.004147547912822,8646571,4753683288,0,tree,,,,,,,
-105.26289932531445,40.004132879582272,8646572,4753683287,0,tree,,,,,,,
-105.262718443843966,40.004413086605354,8646578,4753683304,0,tree,,,,,,,
-105.262341342020193,40.004473017213058,8646579,4753683312,0,tree,,,,,,,
-105.262345449152747,40.004023831021982,8646591,4753683316,0,tree,,,,,,,
-105.26289932531445,40.004634117392044,8646596,4753688927,0,tree,,,,,,,
-105.265238211575991,40.008346881402758,8646912,4753706117,0,tree,,,,,,,
-105.265593939546676,40.008193660212754,8646914,4753706113,0,tree,,,,,,,
-105.265424038369346,40.008345456479219,8646920,4753706118,0,tree,,,,,,,
-105.265473659236136,40.008806377334736,8646921,4753706427,0,tree,,,,,,,
-105.26547533561677,40.008704621030205,8646923,4753706429,0,tree,,,,,,,
-105.265333849091206,40.007845392135891,8646929,4753706435,0,tree,,,,,,,
-105.265484220434132,40.008918862475326,8646931,4753706426,0,tree,,,,,,,
-105.265340973708902,40.008075726835102,8646933,4753706436,0,tree,,,,,,,
-105.263615558940629,40.007816893665108,8646946,4753706454,0,tree,,,,,,,
-105.263857963580406,40.007898198125872,8646947,4753706455,0,tree,,,,,,,
-105.263879253614476,40.008349563611773,8646948,4753706456,0,tree,,,,,,,
-105.263804822314285,40.007845392135891,8646952,4753706447,0,tree,,,,,,,
-105.263903980228832,40.007991656346263,8646955,4753706449,0,tree,,,,,,,
-105.264309245247276,40.008844263537071,8646959,4753706465,0,tree,,,,,,,
-105.264886171642701,40.008350820897249,8646962,4753706462,0,tree,,,,,,,
-105.26430212062958,40.008604373468245,8646963,4753706463,0,tree,,,,,,,
-105.263912865046194,40.009108544944127,8646970,4753706471,0,tree,,,,,,,
-105.26276437667336,40.008105566410393,8646975,4753710164,0,tree,,,,,,,
-105.262470674786158,40.007873722968611,8646976,4753710168,0,tree,,,,,,,
-105.262091980400783,40.007773475406651,8646980,4753710166,0,tree,,,,,,,
-105.262936038050356,40.008014790399017,8646985,4753710174,0,tree,,,,,,,
-105.261470713737566,40.007514558417625,8646992,4753710186,0,tree,,,,,,,
-105.261228309097788,40.00741699306468,8646996,4753710190,0,tree,,,,,,,
-105.261235433715484,40.007487484870381,8646997,4753710191,0,tree,,,,,,,
-105.262362632054263,40.007229992804895,8647004,4753710181,0,tree,,,,,,,
-105.261530057612035,40.006445195210745,8647008,4753710201,0,tree,,,,,,,
-105.261845971542641,40.007125554291349,8647009,4753710183,0,tree,,,,,,,
-105.261522178623053,40.006476962623793,8647014,4753710202,0,tree,,,,,,,
-105.261471635746915,40.006599673686253,8647015,4753710205,0,tree,,,,,,,
-105.261470713737566,40.007055733037902,8647021,4753710210,0,tree,,,,,,,
-105.261568111452434,40.007067970616532,8647022,4753710213,0,tree,,,,,,,
-105.261566351252768,40.007379023043313,8647025,4753710217,0,tree,,,,,,,
-105.261616726490843,40.00765411710546,8647033,4753710219,0,tree,,,,,,,
-105.261567273262116,40.007786383537535,8647057,4753710721,0,tree,,,,,,,
-105.260105720805754,40.007297886220584,8647072,4753715309,0,tree,,,,,,,
-105.260351729663896,40.007232088280688,8647074,4753715311,0,tree,,,,,,,
-105.260583154010519,40.006457348970343,8647080,4753715319,0,tree,,,,,,,
-105.260981378230298,40.006456762237121,8647087,4753715823,0,tree,,,,,,,
-105.261223279955885,40.006463886854817,8647090,4753715824,0,tree,,,,,,,
-105.261176257479079,40.006614844930994,8647094,4753715826,0,tree,,,,,,,
-105.261226381260059,40.006842581240221,8647097,4753715830,0,tree,,,,,,,
-105.261229482564232,40.006770664510981,8647098,4753715829,0,tree,,,,,,,
-105.260213428261537,40.006462797207405,8647101,4753715835,0,tree,,,,,,,
-105.260265815156373,40.006032051203334,8647102,4753715834,0,tree,,,,,,,
-105.259760973128223,40.007295455468665,8647117,4753716052,0,tree,,,,,,,
-105.259119254621268,40.006979876814199,8647121,4753716056,0,tree,,,,,,,
-105.259317235174223,40.006835875717684,8647123,4753716065,0,tree,,,,,,,
-105.259214305403248,40.007921835092844,8647135,4753724701,0,tree,,,,,,,
-105.26200656880745,40.006716517416493,8647149,4753725467,0,tree,,,,,,,
-105.262223073366414,40.006838725564762,8647150,4753725471,0,tree,,,,,,,
-105.26218133148862,40.006721965653554,8647152,4753725473,0,tree,,,,,,,
-105.262007574635831,40.006690868792759,8647153,4753725469,0,tree,,,,,,,
-105.262418120253258,40.006349054781339,8647154,4753725475,0,tree,,,,,,,
-105.262033977630821,40.006779549328343,8647155,4753725470,0,tree,,,,,,,
-105.262549213218904,40.006347462219736,8647156,4753725474,0,tree,,,,,,,
-105.26220773448361,40.006753062514321,8647157,4753725472,0,tree,,,,,,,
-105.262711905959492,40.006352156085541,8647161,4753725478,0,tree,,,,,,,
-105.26292941634685,40.006358358693888,8647162,4753725480,0,tree,,,,,,,
-105.262364308434897,40.006290632916233,8647166,4753725483,0,tree,,,,,,,
-105.262941653925481,40.006130287108533,8647172,4753725496,0,tree,,,,,,,
-105.262907036665382,40.005685794783233,8647173,4753725492,0,tree,,,,,,,
-105.26297316988142,40.006174627376311,8647174,4753725497,0,tree,,,,,,,
-105.26320786317028,40.006263475549957,8647181,4753725502,0,tree,,,,,,,
-105.263353205371303,40.006356849951317,8647182,4753725505,0,tree,,,,,,,
-105.263151955876111,40.00635995125549,8647186,4753725504,0,tree,,,,,,,
-105.263085906479105,40.006286777240774,8647187,4753725501,0,tree,,,,,,,
-105.263854275543011,40.006067255196655,8647190,4753725511,0,tree,,,,,,,
-105.263802475381397,40.006271941272161,8647192,4753725508,0,tree,,,,,,,
-105.263938681307977,40.005962146130855,8647195,4753725512,0,tree,,,,,,,
-105.264301533896358,40.005702139494417,8647202,4753725520,0,tree,,,,,,,
-105.263831057671226,40.006384426412751,8647206,4753728642,0,tree,,,,,,,
-105.264359201390192,40.00621905146312,8647208,4753728638,0,tree,,,,,,,
-105.264127441767442,40.006395239067842,8647212,4753728637,0,tree,,,,,,,
-105.264012358236869,40.006910390836879,8647220,4753728653,0,tree,,,,,,,
-105.264250404286997,40.006552567390401,8647225,4753728651,0,tree,,,,,,,
-105.264070612463925,40.007381034700074,8647226,4753728679,0,tree,,,,,,,
-105.264220313254597,40.006613587645518,8647229,4753728652,0,tree,,,,,,,
-105.264275130901353,40.007382543442645,8647231,4753728682,0,tree,,,,,,,
-105.264136326584804,40.007384052185216,8647232,4753728680,0,tree,,,,,,,
-105.264336151156456,40.00737692756752,8647233,4753728683,0,tree,,,,,,,
-105.264801514420654,40.007386147661009,8647234,4753728694,0,tree,,,,,,,
-105.264210757884982,40.007384638918438,8647236,4753728681,0,tree,,,,,,,
-105.264724400911462,40.007382543442645,8647237,4753728693,0,tree,,,,,,,
-105.264075306329701,40.007474492920466,8647247,4753728709,0,tree,,,,,,,
-105.264173877511027,40.007697954459076,8647251,4753728705,0,tree,,,,,,,
-105.264074635777447,40.007520258111782,8647252,4753728708,0,tree,,,,,,,
-105.264749462801944,40.007031760794831,8647255,4753730812,0,tree,,,,,,,
-105.26463873786102,40.006803689209477,8647258,4753730815,0,tree,,,,,,,
-105.264643767002923,40.006707884056198,8647259,4753730816,0,tree,,,,,,,
-105.265076776120878,40.007027821300341,8647261,4753730810,0,tree,,,,,,,
-105.26485926573352,40.006586430279214,8647263,4753730817,0,tree,,,,,,,
-105.265265871856471,40.006885328946396,8647268,4753730820,0,tree,,,,,,,
-105.264655920762536,40.006377720890214,8647270,4753731725,0,tree,,,,,,,
-105.264917100865418,40.006155181360953,8647274,4753731728,0,tree,,,,,,,
-105.264916178856069,40.006256350932262,8647276,4753731727,0,tree,,,,,,,
-105.265413141895223,40.006047641543233,8647288,4753731739,0,tree,,,,,,,
-105.265633753586755,40.006481321213442,8647289,4753731737,0,tree,,,,,,,
-105.265637273986087,40.006637224612462,8647290,4753732892,0,tree,,,,,,,
-105.265664179895268,40.006624735576736,8647292,4753732894,0,tree,,,,,,,
-105.265517077494579,40.00658626264115,8647299,4753732896,0,tree,,,,,,,
-105.265833410520344,40.0066801399567,8647300,4753732899,0,tree,,,,,,,
-105.265549766916948,40.006700759438502,8647301,4753732890,0,tree,,,,,,,
-105.265798374165087,40.00704148380251,8647302,4753732903,0,tree,,,,,,,
-105.26578554985322,40.006715930683271,8647303,4753732900,0,tree,,,,,,,
-105.265685134653211,40.007060259265614,8647306,4753732904,0,tree,,,,,,,
-105.265854449097304,40.007251618115077,8647308,4753732908,0,tree,,,,,,,
-105.268072971229273,40.005644052905438,8646384,4753670339,0,tree,,,,,,,
-105.268437416379257,40.005763327387598,8646386,4753670341,0,tree,,,,,,,
-105.26856666532619,40.005431236383856,8646391,4753670351,0,tree,,,,,,,
-105.269189524551024,40.005658972693084,8646392,4753670347,0,tree,,,,,,,
-105.269669137050613,40.00534582479051,8646395,4753670359,0,tree,,,,,,,
-105.268122508277031,40.005459651035608,8646396,4753670349,0,tree,,,,,,,
-105.269667376850947,40.005181874764446,8646400,4753670363,0,tree,,,,,,,
-105.269683218647941,40.004821285289921,8646410,4753670370,0,tree,,,,,,,
-105.270278501411326,40.005584625211924,8646415,4753672629,0,tree,,,,,,,
-105.270492156123211,40.005836752859381,8646421,4753672632,0,tree,,,,,,,
-105.271057264035178,40.005510361549824,8646422,4753672637,0,tree,,,,,,,
-105.27063221772525,40.005843961296108,8646428,4753672633,0,tree,,,,,,,
-105.270489809190323,40.005090931115006,8646429,4753672639,0,tree,,,,,,,
-105.27010340345403,40.004914743510312,8646431,4753672644,0,tree,,,,,,,
-105.270153611054042,40.004942571428842,8646433,4753672643,0,tree,,,,,,,
-105.270427950744903,40.005082968306994,8646435,4753672640,0,tree,,,,,,,
-105.269422709097313,40.004600841236453,8646440,4753672649,0,tree,,,,,,,
-105.269799810921086,40.004743920323619,8646441,4753672648,0,tree,,,,,,,
-105.269421535630869,40.004763617796073,8646444,4753672651,0,tree,,,,,,,
-105.268745618958945,40.004320969489498,8646446,4753672661,0,tree,,,,,,,
-105.269316510384101,40.004417529014034,8646452,4753672663,0,tree,,,,,,,
-105.26839651269178,40.004075966459737,8646457,4753672668,0,tree,,,,,,,
-105.267861831088339,40.003825599011947,8646459,4753672674,0,tree,,,,,,,
-105.267665610735037,40.004081247058735,8646468,4753672676,0,tree,,,,,,,
-105.267596711490953,40.003903383073379,8646485,4753681013,0,tree,,,,,,,
-105.266590464014982,40.00373432008638,8646489,4753683123,0,tree,,,,,,,
-105.266472446818298,40.003763824385544,8646491,4753683124,0,tree,,,,,,,
-105.26702137765713,40.003356882986481,8646497,4753683155,0,tree,,,,,,,
-105.266539921138843,40.003251857739713,8646503,4753683158,0,tree,,,,,,,
-105.268476811324177,40.00620144946646,8646620,4753689195,0,tree,,,,,,,
-105.266276058826932,40.006322148872158,8646622,4753689191,0,tree,,,,,,,
-105.268339012836009,40.006763036979095,8646627,4753689205,0,tree,,,,,,,
-105.269268314440851,40.006696819944011,8646631,4753689209,0,tree,,,,,,,
-105.269038315017767,40.007217336131106,8646634,4753689210,0,tree,,,,,,,
-105.268730112438078,40.00627923352792,8646636,4753689199,0,tree,,,,,,,
-105.269650110130399,40.007521347759194,8646640,4753689212,0,tree,,,,,,,
-105.268973019992046,40.008035577518882,8646643,4753689219,0,tree,,,,,,,
-105.269421367992805,40.007362175417938,8646644,4753689216,0,tree,,,,,,,
-105.274066618731567,40.008278652710914,8646649,4753689846,0,tree,,,,,,,
-105.274251607334605,40.007903730181965,8646655,4753689853,0,tree,,,,,,,
-105.274077347567626,40.007302747724424,8646665,4753689865,0,tree,,,,,,,
-105.27467548017809,40.007895432097826,8646670,4753689857,0,tree,,,,,,,
-105.273438981821926,40.00735052457253,8646671,4753689872,0,tree,,,,,,,
-105.273339069536107,40.007519587559528,8646676,4753689876,0,tree,,,,,,,
-105.273331022909048,40.007755286676769,8646678,4753689879,0,tree,,,,,,,
-105.274338862946635,40.00759452177391,8646683,4753689864,0,tree,,,,,,,
-105.273330352356794,40.007249355001221,8646684,4753689875,0,tree,,,,,,,
-105.273445016792209,40.007757885066752,8646687,4753689881,0,tree,,,,,,,
-105.273121726786812,40.007924852577986,8646690,4753689887,0,tree,,,,,,,
-105.273641404783575,40.007769619731192,8646691,4753689883,0,tree,,,,,,,
-105.272945455363072,40.007799626944575,8646694,4753689889,0,tree,,,,,,,
-105.269668717955454,40.00827555140674,8646698,4753691025,0,tree,,,,,,,
-105.269944147293728,40.008368925808099,8646701,4753691028,0,tree,,,,,,,
-105.270124022935832,40.008279490901231,8646703,4753691030,0,tree,,,,,,,
-105.270473632117202,40.008271695731281,8646710,4753691035,0,tree,,,,,,,
-105.270498023455431,40.008349563611773,8646713,4753691036,0,tree,,,,,,,
-105.270482852210691,40.008391556946663,8646715,4753691037,0,tree,,,,,,,
-105.270794826646807,40.008056867552966,8646716,4753691042,0,tree,,,,,,,
-105.270859954034464,40.008028788177313,8646719,4753691040,0,tree,,,,,,,
-105.270947377284571,40.007986794842424,8646722,4753691039,0,tree,,,,,,,
-105.27114653130397,40.008016382960619,8646727,4753691051,0,tree,,,,,,,
-105.270709415053474,40.007964918075146,8646728,4753691054,0,tree,,,,,,,
-105.271028681745349,40.007944717688503,8646730,4753691052,0,tree,,,,,,,
-105.271191206847888,40.008055274991364,8646731,4753691050,0,tree,,,,,,,
-105.270809075882212,40.007932228652777,8646732,4753691053,0,tree,,,,,,,
-105.270325272431037,40.007929127348604,8646736,4753691059,0,tree,,,,,,,
-105.270845537161009,40.009180545492399,8646740,4753692364,0,tree,,,,,,,
-105.270746379246475,40.009356230182902,8646745,4753692366,0,tree,,,,,,,
-105.271269326185461,40.009355224354522,8646752,4753692369,0,tree,,,,,,,
-105.271378039469624,40.009094379527767,8646754,4753692376,0,tree,,,,,,,
-105.271206378092629,40.00922069480859,8646755,4753692371,0,tree,,,,,,,
-105.270966236566707,40.009178533835637,8646758,4753692374,0,tree,,,,,,,
-105.271339147438894,40.009072754217584,8646760,4753692375,0,tree,,,,,,,
-105.270007430662687,40.009604837431027,8646766,4753692387,0,tree,,,,,,,
-105.27142891762189,40.009177528007257,8646769,4753692381,0,tree,,,,,,,
-105.269183908675899,40.009362432791249,8646774,4753692403,0,tree,,,,,,,
-105.269104867328963,40.009314153028981,8646775,4753692402,0,tree,,,,,,,
-105.2691115728515,40.009143665118444,8646777,4753692393,0,tree,,,,,,,
-105.268528108571601,40.009236033691394,8646790,4753692407,0,tree,,,,,,,
-105.267719422553412,40.008674194721692,8646794,4753692419,0,tree,,,,,,,
-105.267412309621136,40.008438998518642,8646799,4753693223,0,tree,,,,,,,
-105.267484729264552,40.008473867235836,8646811,4753693222,0,tree,,,,,,,
-105.268040030349809,40.008451236097272,8646812,4753693227,0,tree,,,,,,,
-105.267396048728983,40.010553165956082,8646828,4753698151,0,tree,,,,,,,
-105.267737611283309,40.010090987815119,8646829,4753698141,0,tree,,,,,,,
-105.267463355411465,40.010479991941395,8646831,4753698149,0,tree,,,,,,,
-105.26732522164717,40.010414864553724,8646833,4753698157,0,tree,,,,,,,
-105.268680826847415,40.009733080549609,8646908,4753706107,0,tree,,,,,,,
-105.268981653352313,40.009838860167633,8646909,4753706108,0,tree,,,,,,,
-105.266551907260379,40.010264493210798,8646910,4753706105,0,tree,,,,,,,
-105.268972768534951,40.009783288149606,8646915,4753706110,0,tree,,,,,,,
-105.268889620055475,40.009708689211351,8646917,4753706106,0,tree,,,,,,,
-105.266233730215916,40.007088925374489,8647398,4753747243,0,tree,,,,,,,
-105.26622660559822,40.007225969491373,8647399,4753747249,0,tree,,,,,,,
-105.266289637510084,40.007259497104059,8647400,4753747250,0,tree,,,,,,,
-105.266837562520536,40.007245499325762,8647406,4753747256,0,tree,,,,,,,
-105.267224722628114,40.007063276750756,8647412,4753747263,0,tree,,,,,,,
-105.267200331289885,40.007113149074655,8647413,4753747264,0,tree,,,,,,,
-105.266876119275125,40.007215827388535,8647414,4753747255,0,tree,,,,,,,
-105.267728810284979,40.007211971713076,8647418,4753747268,0,tree,,,,,,,
-105.267836350102684,40.007416741607585,8647426,4753747296,0,tree,,,,,,,
-105.267794775862953,40.007707426009659,8647439,4753747299,0,tree,,,,,,,
-105.269885557790545,40.006831265670911,8647444,4753747308,0,tree,,,,,,,
-105.269657570024236,40.007020277587486,8647447,4753747306,0,tree,,,,,,,
-105.270659375091526,40.007093116326075,8647448,4753747317,0,tree,,,,,,,
-105.270147073169568,40.006992449668957,8647449,4753747310,0,tree,,,,,,,
-105.270365673204324,40.006903182400151,8647451,4753747313,0,tree,,,,,,,
-105.271076542412473,40.007142737192851,8647455,4753747322,0,tree,,,,,,,
-105.272741104563707,40.00552922083196,7531218,4311827361,0,tree,,,,,,,
-105.261870530518934,40.00733535332779,3524743,2703448392,0,tree,,,,,,,
-105.271777437155848,40.007448173744507,3524748,2703452113,0,tree,,,,,,,
-105.272274400195002,40.007252540124426,3524754,2703452120,0,tree,,,,,,,
-105.272274400195002,40.007389668060341,3524755,2703452126,0,tree,,,,,,,
-105.271596974780522,40.00745563363833,3524756,2703452115,0,tree,,,,,,,
-105.272224779328212,40.007621343864059,3524769,2703452145,0,tree,,,,,,,
-105.272946545010484,40.007061097455932,3524772,2703452165,0,tree,,,,,,,
-105.264520469207241,40.003643124979845,8646526,4753683238,0,tree,,,,,,,
-105.26370021616269,40.00374504892244,8646544,4753683268,0,tree,,,,,,,
-105.263145250353574,40.003864239585567,8646554,4753683280,0,tree,,,,,,,
-105.267051049594357,40.006386018974354,8646614,4753689184,0,tree,,,,,,,
-105.269027837638802,40.008078492863149,8646651,4753689220,0,tree,,,,,,,
-105.270296857779272,40.008175136206745,8646705,4753691032,0,tree,,,,,,,
-105.268041371454316,40.008614599390114,8646807,4753693230,0,tree,,,,,,,
-105.261939765039159,40.007112059427243,8647003,4753710182,0,tree,,,,,,,
-105.261046924713114,40.00699747881086,8647068,4753715298,0,tree,,,,,,,
-105.26023312573399,40.007299897877346,8647071,4753715308,0,tree,,,,,,,
-105.263805325228475,40.006744345335022,8647228,4753728656,0,tree,,,,,,,
-105.264398512516067,40.007647579220986,8647249,4753728703,0,tree,,,,,,,
-105.270460975443413,40.006909217370435,8647454,4753747314,0,tree,,,,,,,
-105.273752381181581,40.008472023217138,10838379,5251028588,0,tree,,,,,,,
-105.269986727361854,40.009536776377274,7666935,4365776307,0,tree,,,,,,,
-105.272902120923661,40.005535423440307,7531220,4311827362,0,tree,,,,,,,
-105.270075910811613,40.00956343082936,7666937,4365776313,0,tree,,,,,,,
